message,label
Ü thk of wat to eat tonight.,ham
Yeah no probs - last night is obviously catching up with you... Speak soon ,ham
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham
1's reach home call me.,ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham
HELLO PEACH! MY CAKE TASTS LUSH!,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,spam
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,spam
Ok.,ham
Compliments to you. Was away from the system. How your side.,ham
"Yup, leaving right now, be back soon",ham
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,ham
I donno if they are scorable,ham
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam
I tagged MY friends that you seemed to count as YOUR friends.,ham
Like a personal sized or what,ham
Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,spam
"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",ham
"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",ham
Ic. There are a lotta childporn cars then.,ham
Great! How is the office today?,ham
Old Orchard near univ. How about you?,ham
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham
I want  &lt;#&gt;  rs da:)do you have it?,ham
I want to be there so i can kiss you and feel you next to me,ham
"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",ham
Small problem in auction:)punj now asking tiwary,ham
Bognor it is! Should be splendid at this time of year.,ham
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,ham
You best watch what you say cause I get drunk as a motherfucker,ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
"I know where the  &lt;#&gt;  is, I'll be there around 5",ham
"449050000301 You have won a £2,000 price! To claim, call 09050000301.",spam
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham
I'm stuck in da middle of da row on da right hand side of da lt... ,ham
Ok u can take me shopping when u get paid =D,ham
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham
How are you. Its been ages. How's abj,ham
Beauty sleep can help ur pimples too.,ham
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",ham
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
How do you plan to manage that,ham
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,spam
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam
S...i will take mokka players only:),ham
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,ham
Dai  &lt;#&gt;  naal eruku.,ham
Discussed with your mother ah?,ham
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham
Just now saw your message.it k da:),ham
"And that's fine, I got enough bud to last most of the night at least",ham
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,spam
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,ham
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham
Love you aathi..love u lot..,ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,ham
Smith waste da.i wanna gayle.,ham
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,spam
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam
Networking job is there.,ham
I've told him that i've returned it. That should i re order it.,ham
Do u hav any frnd by name ashwini in ur college?,ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
Please leave this topic..sorry for telling that..,ham
"Get the door, I'm here",ham
Only saturday and sunday holiday so its very difficult:),ham
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,ham
Is there coming friday is leave for pongal?do you get any news from your work place.,ham
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,ham
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",ham
"Sorry, got a late start, we're on the way",ham
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam
"I'll get there at 3, unless you guys want me to come some time sooner",ham
I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,ham
Oh ho. Is this the first time u use these type of words,ham
Where is that one day training:-),ham
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",ham
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",ham
What happen to her tell the truth,ham
"Playin space poker, u?",ham
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam
"Sure, I'll see if I can come by in a bit",ham
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham
Kay... Since we are out already ,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,ham
....photoshop makes my computer shut down.,ham
"Sir, waiting for your letter.",ham
Please attend the phone:),ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham
So what u doing today?,ham
"There'll be a minor shindig at my place later tonight, you interested?",ham
I've reached home n i bathe liao... U can call me now...,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,ham
What you did in  leave.,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ham
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",spam
So gd got free ice cream... I oso wan...,ham
I was gonna ask you lol but i think its at 7,ham
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",ham
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham
O we cant see if we can join denis and mina? Or does denis want alone time,ham
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam
Ü neva tell me how i noe... I'm not at home in da aft wat... ,ham
It certainly puts things into perspective when something like this happens,ham
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",spam
Did you get any gift? This year i didnt get anything. So bad,ham
"I hav almost reached. Call, i m unable to connect u.",ham
I meant middle left or right?,ham
Of course. I guess god's just got me on hold right now.,ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham
You call him and tell now infront of them. Call him now.,ham
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",ham
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,ham
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
Wa... U so efficient... Gee... Thanx...,ham
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,spam
I'm freezing and craving ice. Fml,ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",ham
Pls send me the correct name da.,ham
I think the other two still need to get cash but we can def be ready by 9,ham
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
Many more happy returns of the day. I wish you happy birthday.,ham
"Geeeee ... Your internet is really bad today, eh ?",ham
How are you. Just checking up on you,ham
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",ham
X2  &lt;#&gt; . Are you going to get that,ham
Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham
I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham
Yes. that will be fine. Love you. Be safe.,ham
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
"Hey, iouri gave me your number, I'm wylie, ryan's friend",ham
Just do what ever is easier for you,ham
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
Hi dear we saw dear. We both are happy. Where you my battery is low,ham
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,ham
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham
"Vikky, come around  &lt;TIME&gt; ..",ham
Nope thats fine. I might have a nap tho! ,ham
I attended but nothing is there.,ham
You're right I have now that I think about it,ham
I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,ham
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",ham
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",spam
"Cool, I'll text you in a few",ham
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,ham
Hey... are you going to quit soon? Xuhui and i working till end of the month ,ham
Oh great. I.ll disturb him more so that we can talk.,ham
Leave it. U will always be ignorant.,ham
Oh ya ya. I remember da. .,ham
"Gosh that , what a pain. Spose I better come then.",ham
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
No probs hon! How u doinat the mo?,ham
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
"It's cool, we can last a little while. Getting more any time soon?",ham
Do you like shaking your booty on the dance floor?,ham
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
I want to see your pretty pussy...,ham
Yeah right! I'll bring my tape measure fri!,ham
what are your new years plans?,ham
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,ham
Wat r u doing now?,ham
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
K I'll be sure to get up before noon and see what's what,ham
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,ham
"Carlos took a while (again), we leave in a minute",ham
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam
"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",ham
I cant pick the phone right now. Pls send a message,ham
Captain is in our room:),ham
Ard 530 lor. I ok then message ü lor.,ham
And by when you're done I mean now,ham
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,ham
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,spam
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham
"Whatever, juliana. Do whatever you want.",ham
No problem. We will be spending a lot of quality time together...,ham
Jesus armand really is trying to tell everybody he can find,ham
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham
Wewa is 130. Iriver 255. All 128 mb.,ham
I had askd u a question some hours before. Its answer,ham
2mro i am not coming to gym machan. Goodnight.,ham
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",ham
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",ham
I knew it... U slept v late yest? Wake up so late...,ham
Please tell me you have some of that special stock you were talking about,ham
"Excellent, I'll see what riley's plans are",ham
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham
Ok i vl..do u know i got adsense approved..,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",spam
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,ham
Good evening! this is roger. How are you?,ham
Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,spam
Hi Harish's rent has been transfred to ur Acnt.,ham
Now thats going to ruin your thesis!,ham
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,ham
I dont thnk its a wrong calling between us,ham
All day working day:)except saturday and sunday..,ham
Mm have some kanji dont eat anything heavy ok,ham
I told that am coming on wednesday.,ham
Just send a text. We'll skype later.,ham
Its sunny in california. The weather's just cool,ham
How will I creep on you now? ;_;,ham
What should i eat fo lunch senor,ham
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham
I reach home safe n sound liao...,ham
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
Then ur sis how?,ham
"Ok omw now, you at castor?",ham
I need details about that online job.,ham
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
"Aight, let me know when you're gonna be around usf",ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam
Pls dont forget to study,ham
"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",ham
Jason says it's cool if we pick some up from his place in like an hour,ham
"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",spam
"Velly good, yes please!",ham
"Ok., is any problem to u frm him? Wats matter?",ham
Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham
I uploaded mine to Facebook,ham
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham
Ard 4 lor...,ham
K and you're sure I don't have to have consent forms to do it :V,ham
Ok can...,ham
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
Thanks for loving me so. You rock,ham
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham
They will pick up and drop in car.so no problem..,ham
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Hahaha..use your brain dear,ham
I'm going 2 orchard now laready me reaching soon. U reaching?,ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam
Surly ill give it to you:-) while coming to review.,ham
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",spam
Yes. I come to nyc for audiitions and am trying to relocate.,ham
"U so lousy, run already come back then half dead... Hee...",ham
If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,ham
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,spam
Havent.,ham
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham
Convey my regards to him,ham
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,ham
Want to finally have lunch today?,ham
How do you guys go to see movies on your side.,ham
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",ham
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,ham
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
"I‘ve got some salt, you can rub it in my open wounds if you like!",ham
Not from this campus. Are you in the library?,ham
"Oops I did have it,  &lt;#&gt; ?",ham
No go. No openings for that room 'til after thanksgiving without an upcharge.,ham
Once free call me sir.,ham
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on,spam
ARR birthday today:) i wish him to get more oscar.,ham
Prepare to be pounded every night...,ham
Hey morning what you come to ask:-) pa...,ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
I'm in office now da:)where are you?,ham
But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham
Boo. How's things? I'm back at home and a little bored already :-(,ham
Ok lor.,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
